98,28 APR 2020,New – Amazon AppFlow のご紹介 | Amazon Web Services ブログ,Software as a service (SaaS) アプリケーションはお客様にとってますます重要になり、それを採用するお客様も急速に増えてきています。このソフトウェアの利用方法には多くの利点がありますが、1 つの課題は、データがさまざまな場所に点在していることです。データから有意義な洞察を得るには、それを分析する方法が必要ですが、データが複数のデータアイランドに分散している場合は困難な場合があります。 開発者は膨大な時間をかけてカスタム統合を行い、SaaS アプリケーションと AWS のサービスの間でデータを渡して分析できるようにしています。これには高額の費用がかかり、完了までに数か月を要する場合もあります。データ要件が変更されると、統合に複雑な変更を加える必要があり、費用もかかります。一部の SaaS アプリケーションは AWS PrivateLink と統合されています。Slack は Amazon AppFlow でサポートされている SaaS アプリケーションの 1 つなので、その会話データの一部を S3 にインポートしてみます。 このステップでは、リソースにタグ付けするオプションもあります。また、1 つのフローで 100GB を転送できるため、データをバッチに分割する必要がありません。
99,28 APR 2020,TorchServe を使用した大規模な推論のための PyTorch モデルをデプロイする | Amazon Web Services ブログ,今日ご紹介するサービスの多くは機械学習 (ML) を必要とするものです。オンライン検索や製品のレコメンデーションから音声認識や翻訳まで、これらのサービスには予測を提供するための ML モデルが必要です。ML がさらに多くのサービスで採用されるにつれて、苦労して結果を得て、モデルを迅速かつ確実に本番環境にデプロイすることが困難になります。そして、これらのサービスを利用する人の数が増えるにつれて、モデルが数百万のユーザーに同時に、そして、安全かつ確実に、低レイテンシーで予測を提供できるようにすることには、より大きな困難が伴います。 開発者は、モデル開発にさまざまなオープンソースフレームワークを使用します。ここ数年、PyTorch は、ML を利用したアプリケーションを開発する多くの研究者、開発者、およびデータサイエンティストが選択する深層学習のフレームワークとなっています。 TorchServe の torch-model-archiver ツールは、PyTorch のさまざまな表現 (Eager モードと TorchScript) を自動的に検出して処理できます。 この投稿では、TorchServe とその主な機能および利点を紹介しました。 この投稿では、Amazon SageMaker を使用して TorchServe に PyTorch モデルをデプロイするエンドツーエンドのデモも紹介しました。機械学習に関する難題を解決するエンジニア、開発者、データサイエンティストのサポートに注力しています。
100,28 APR 2020,新サービス New – 既存の SFTP に加えて、AWS Transfer for FTP と AWS Transfer for FTPS の提供開始 | Amazon Web Services ブログ,AWS Transfer for SFTP は、セキュアファイル転送プロトコル (SFTP) を使用して Amazon S3 との間でファイルを直接転送できるフルマネージドサービスとして、2018 年 11 月にリリースされました。 本日、サービスを拡張して、FTPS および FTP のサポートを追加することを発表します。これにより、既存の AWS Transfer for SFTP サービスに加えて、SSL を介したファイル転送プロトコル (FTPS) および AWS での FTP ワークロードを簡単に移行して安全に実行できます。Amazon S3 の SFTP、FTPS、および FTP ベースの転送をサポートする「AWS Transfer Family」も発表します。これは AWS Transfer for SFTP、FTPS、および FTP を総称したものです。既存のアプリケーションの多くは、FTP または FTPS から SFTP に切り替えることができません。このような理由により、AWS Transfer for FTPS と AWS Transfer for FTP をリリースします。この発表により、3 つのプロトコルのいずれかを使用してきたお客様は、エンドツーエンドのファイル転送のニーズに合わせて AWS のサービスに移行して活用できます。FTPS および FTP では、Amazon API Gateway が提供する Custom のみがサポートされています。インターネット向けの SFTP サーバーや FTPS サーバーを使用している場合は、この情報を AWS Transfer Family コンソールから直接取得できます。
101,28 APR 2020,新サービス – CloudWatch Synthetics を使用してサイト、API エンドポイント、ウェブワークフローなどをモニタリングする | Amazon Web Services ブログ,今日のアプリケーションには、コンテナ、マイクロサービス、レガシー内部サービス、サードパーティサービスなど、数百または数千の可動パーツが含まれます。各パーツの正常性とパフォーマンスをモニタリングすることに加えて、許容できるカスタマーエクスペリエンスを提供するために、パーツが確実に噛み合うようにする必要があります。 (AWS re:Invent 2019 で発表した) CloudWatch Synthetics を使うと、サイト、API エンドポイント、ウェブワークフローなどをモニタリングできます。パフォーマンスと可用性の可視性が向上したアウトサイドインビューが表示されるため、これまでになく迅速に問題を認識し、対処できます。顧客満足度を高め、アプリケーションがパフォーマンス目標を満たしていることを確信できるでしょう。 CloudWatch Synthetics の使用を開始するのに、数分しかかかりません。  そして、Configuration タブで Canary のスクリプトと他の詳細を見ることができます。  また、GET メソッドまたは PUT メソッド、必要な HTTP ヘッダー、およびリクエストデータを使って、API エンドポイント用の Canary を作成することもできます。  最後に、GUI ワークフロービルダーを使用して、洗練された Canary を作成できます。 可観測性 – CloudWatch Synthetics を ServiceLens および AWS X-Ray と組み合わせて使用して、問題をアプリケーションの適切な部分にマッピングできます。
102,28 APR 2020,新規オープン – AWS アフリカ (ケープタウン) リージョン | Amazon Web Services ブログ,Jeff が 2018 年にお約束したアフリカの AWS リージョンが開設されました。正式な名称はアフリカ (ケープタウン) で、API 名は af-south-1 です。今日からこの新リージョンを使用して、南アフリカでワークロードをデプロイし、データを保存できるようになります。  この新リージョンが加わったことで、すべての組織がアフリカ中のエンドユーザーに低レイテンシーのサービスを提供し、アフリカに拠点を置くより多くの組織が、AWS クラウドのパフォーマンス、セキュリティ、柔軟性、信頼性、使いやすさなどのメリットを利用できるようになります。この開始に伴い、すべての規模の組織で実験と革新をより迅速に実行できるようになります。 AWS リージョンは最高レベルのセキュリティ、コンプライアンス、データ保護をご提供します。3 つのアベイラビリティーゾーンで構成され、Global AWS Infrastructure ではアベイラビリティーゾーン (AZ) が合計 73 箇所になります。 新リージョンはすべての人にご利用いただけます。アフリカ (ケープタウン) リージョンでのワークロードのデプロイを計画中の方は、お気軽にお問い合わせください。すでにアジアパシフィック地域で 2 箇所 (インドネシアと日本)、ヨーロッパで 2 箇所 (イタリアとスペイン)、将来的な AWS リージョンが発表されています。
103,28 APR 2020,高性能でコスト効率の高い機械学習推論を実現する Inf1 インスタンスが Amazon SageMaker でご利用可能に | Amazon Web Services ブログ,完全マネージドサービスの Amazon SageMaker は、あらゆる開発者やデータサイエンティストが機械学習 (ML) モデルを迅速に構築、トレーニング、デプロイできるように支援します。Intuit、Voodoo、ADP、Cerner、Dow Jones、Thompson Reuters をご利用の数万人におよぶお客様が、Amazon SageMaker を使って ML の各プロセスで発生する負担の大部分を取り除いています。 リアルタイム予測に ML モデルをデプロイする場合、Amazon SageMaker には、小さな CPU インスタンスからマルチ GPU インスタンスに至る幅広い AWS のインスタンスタイプがあります。そのため、予測インフラストラクチャに適したコストとパフォーマンスの割合を見つけることができます。本日より、Amazon SageMaker で Inf1 インスタンスがご利用いただけるようになりました。これで、高いパフォーマンス、低いレイテンシー、コスト効率の高い推論を実現できます。 複数の AWS Inferentia チップが Inf1 インスタンスで使用可能な場合、モデルを分割して、キャッシュメモリにすべて格納できます。 Amazon SageMaker では、Amazon SageMaker Neo のおかげで Inf1 インスタンスのモデルを簡単にコンパイルおよびデプロイできます。AWS Neuron SDK は Amazon SageMaker Neo と統合しており、Amazon SageMaker の Inf1 インスタンスでモデルの実行を最適化できます。本日より、米国東部 (バージニア北部) と米国西部 (オレゴン) リージョンの Amazon SageMaker で Inf1 インスタンスをご利用いただけます。
104,28 APR 2020,Amazon SageMaker で分散強化学習を使用して AI 搭載の Battlesnake をスケーリングする | Amazon Web Services ブログ,Battlesnake のルールは、従来のスネークゲームと類似しています。目標は、他のヘビと競争して、最後まで生き残るヘビになることです。あらゆるレベルの開発者が、独自のヒューリスティックベースの戦略から、最先端の深層強化学習 (RL) アルゴリズムまで、さまざまな技術を駆使してヘビを構築します。 SageMaker Battlesnake Starter Pack を使用して独自のヘビを構築し、Battlesnake アリーナで競うことができます。詳細については、Amazon SageMaker の強化学習を使用して AI で駆動する Battlesnake を構築するを参照してください。Starter Pack には、Amazon SageMaker で複数の戦略を開発するための開発環境が含まれています。戦略には、RL ベースのポリシートレーニングと決定木ベースのヒューリスティックが含まれます。以前の SageMaker Battlesnake Starter Pack では、Deep Q-Network (DQN) 1 ベースのスネークポリシーを開発するための Apache MXNet ベースのトレーニングスクリプトを提供しました。このアルゴリズムの実装は実践および変更が簡単で、初心者の開発者に教育体験を提供します。詳細については、Amazon SageMaker の強化学習を使用して AI で駆動する Battlesnake を構築するを参照してください。
105,27 APR 2020,クラウドを展開する上で確立すべきガバナンス、リスク、コンプライアンス | Amazon Web Services ブログ,ビジネスリーダーやテクノロジーリーダーと話すと、彼らは新しい製品やサービスを迅速に市場に投入することが必要だと話します。その一方で、彼らはセキュリティを継続的に確保する必要もあります。また同時に、時間とともに変化するビジネスニーズにワークロードを適応させながら、回復力のある環境を維持する必要があります。このブログシリーズでは、AWSのベストプラクティスを共有して、お客様がこれらのセキュリティ、スケーラビリティ、および適応性の要件を満たすようにAWS環境を計画するのを支援します。 私の目標は、クラウド環境の配備を管理するための設計上の考慮事項についてお客様をガイドすることです。このブログシリーズでは、今後、このガイダンスに沿った一般的なユースケースとパターンの実装を解説するブログを投稿していきます。追加機能OUは、お客様の総合的な環境を確立するためのものであり、基本OUに依存しています。また、私が推奨したOU構成の一部を独自のユースケースに合わせて変化させることもできます。マルチアカウントフレームワークは、お客様がAWS環境を計画するのに役立つベストプラクティスのガイダンスを提供します。    Brandon Wuは、セキュリティソリューションアーキテクトで、金融サービスのお客様がAWSで重要なワークロードをセキュアに稼働させる支援をしています。
106,27 APR 2020,AWS IoT Eventsを利用してデバイスの位置情報を監視する | Amazon Web Services ブログ,多数のIoTデバイスを持つ組織では、運用上の問題を特定して対処するために、複数のデバイス間で発生したイベントを追跡する効率的なソリューションが必要となります。この記事では、AcmeTrackerという架空の組織が、IoTデバイスを使用して車両のジオロケーションを追跡するサービスを提供しており、車両が予想されるジオロケーションの境界から外れるとサポートチームに通知する仕組みについて紹介します。AcmeTrackerはAWSのIoTサービスを使用してデバイスとそのデータを管理しています。各デバイスはAWS IoT CoreのFleet Provisioning機能を利用して固有のデバイスのクレデンシャル（証明書と秘密鍵）を取得し、各デバイスのジオロケーションはAWS IoT Eventsで監視しています。 今回の記事では、前述の車両監視ソリューションの運用概要を説明した後、以下のAWS IoTサービスのセットアップ方法について説明します。 とある複数の車両が特定のルートに従わなければならないシナリオを考えてみましょう。AcmeTrackerという組織は、プロビジョニング クレーム クレデンシャル(証明書と秘密鍵)を組み込んで製造されたIoTデバイスを提供しています。 この車両監視ソリューションでは、以下のような一連のデータとメッセージのやり取りが行われます。 AWS IoT EventsではAcmeTrackerが以下のコンポーネントを作成し、車両監視ソリューションを実装します。Fleet Provisioningを利用することで、IoTデバイスはこれらのクレデンシャルをデバイス固有のクレデンシャルと交換して通常の運用を行うことができます。
107,27 APR 2020,週刊AWS – 2020/4/20週 | Amazon Web Services ブログ,全国のAWSに関係する方・興味をお持ちの方、お待たせいたしました。今週も週刊AWSをお送りいたします。 今週の担当はソリューションアーキテクトの小林です。 ここのところ仕事をする環境の関係で、全身の筋肉が凝り固まっているような感じがしています。やはり体を動かす機会が減ってしまったのが原因だと思うので、ものは試しにラジオ体操をやってみることにしました。実際やってみると、案外全身の筋肉がほぐれてよい感じです。子供の頃、ラジオ体操なんか楽勝だと思っていたのですが、今改めてしっかりとやってみると(第一と第二を通しでやります)結構疲れることに驚いています。先週はアップデートの数が多かったので超大盛りです。  ゴールデンウィークが目前に迫ってきました。今年はカレンダーの関係であまり大型連休！という感じはしませんが日頃の仕事を離れて気分転換するには良い機会です。
108,27 APR 2020,Okta を使用した Amazon Connect のシングルサインオン設定 | Amazon Web Services ブログ,IT リソースへのアクセスを保護することは非常に重要です。従業員が使用するウェブベースのアプリケーションの数が増えるにつれて、ログイン認証情報を記憶しておくことは困難になります。多くの企業では、リソースへのアクセスを合理化し、従業員のルーチンを簡素化するために、さまざまな ID プロバイダーによるシングルサインオンを採用しています。Amazon Connectは、SAML 2.0準拠のIDプロバイダーを使用したコンタクトセンターへの認証を提供可能です。このBlogでは、OktaをAmazon ConnectのIDプロバイダーとして使用するために必要な手順についてご説明します。 Oktaは、SAML 2.0認証を使用したSingle Single-Onサービスとして、最も一般的に使用されているプロバイダーの1つです。Oktaのセットアップ方法は他のSAML プロバイダーの設定とほとんど同じですが、本投稿ではOktaを使用するためのステップを具体的にご説明します。これは、一般的なガイダンスであるAmazon ConnectでのID管理用にSAMLを設定するを簡略化したものになっています。 Amazon Connect ではインスタンスの作成時に、使用するID管理システムを選択します。   本Blogでは、Oktaアプリケーションの作成と設定、AWS IDプロバイダーとAmazon Connectの設定についてご説明しました。
109,27 APR 2020,“アカウント作成後すぐやるセキュリティ対策” 編を公開しました！- Monthly AWS Hands-on for Beginners 2020年4月号 | Amazon Web Services ブログ,こんにちは、テクニカルソリューションアーキテクトの金澤 (@ketancho) です。先月末に「はじめの一歩」ハンズオンを公開したのですが、皆様ご覧いただけましたでしょうか？ちょうど春先の時期だったこともあり、多くの AWS 初学者の方にご視聴いただけているようでありがたい限りです。 さて、この記事ではアカウントを作った次のステップとしてぜひご覧いただきたい新作ハンズオン「アカウント作成後すぐやるセキュリティ対策」ハンズオンを紹介します。また、記事の後半では「ハンズオンで躓いてしまったときはどうすればいい？」という方向けに、切り分けの方法も紹介しています。    4/20(月) に AWS Hands-on for Beginners “アカウント作成後すぐやるセキュリティ対策” 編を公開しました。 同時に、コストを把握することはセキュリティ面でも非常に重要です。もし、コストレポートをしっかり把握しておけば、不正な操作の早期の発見に繋げることができます。ハンズオンでは、このコストレポートの設定方法も実際に行っていただけます。」ということはありませんか？「動画通りに進めたつもりだったのですが..」といったご質問も頂戴することがあります。そんなときは同僚に相談するのですが、ハンズオンも同じように周りの方と一緒にやると相談できてよいのではないでしょうか。
110,23 APR 2020,モービルアイとスカイスキャナーで実行中の容量最適化スポットインスタンスの割り当て | Amazon Web Services ブログ,Amazon EC2 スポットインスタンスは 2009 年に公開されました。インスタンスは、オンデマンド料金と比較して予備の EC2 コンピューティング容量を最大 90% 節約できます。スポットインスタンスは EC2 (2 分間のお知らせ) によって中断される可能性がありますが、それ以外はオンデマンドインスタンスと同じです。 何年にもわたって、シンプルな料金モデル、容量最適化スケーリング戦略 (秒単位)、EC2 RunInstances API との統合など、多くの強力なスポット機能を追加してきました。 EC2 Auto Scaling では、スポットインスタンスに 2 つの異なる割り当て戦略を使用できます。 最低料金 – 履行時に最低料金のスポットインスタンスプールからインスタンスを割り当てます。この割り当て戦略は、中断のコストが高いワークロードに適しています。スカイスキャナーのオンラインプラットフォームは、スポットインスタンス全体を利用した Kubernetes クラスターで実行されます (詳細については、このビデオをご覧ください)。容量最適化割り当てには、次のように多くのメリットがあります。  容量最適化割り当てに切り替え、スポットインスタンスのベストプラクティス通りにいくつかの変更を行ってから、全体的な中断率が約 75% 減少しました。
111,23 APR 2020,AWS CloudFormation で Amazon Redshift 横串検索の採用を加速する | Amazon Web Services ブログ,このようなデータを Amazon S3 データレイクのデータと組み合わせることもできます。横串検索の使用の詳細については、「Redshift 横串検索を使用して、簡略化された ETL およびライブデータクエリソリューションを構築する」を参照してください。この記事で設定した環境を使用して、前の記事のさまざまなユースケースを試すことができます。 Amazon Redshift 横串検索を設定する標準的なワークフローには、6 つのステップが含まれます。詳細については、「Amazon Redshift 横串検索によるデータのクエリ」を参照してください。CloudFormation テンプレートを使用すると、これらの手動の手順をテキストファイルに記載されているいくつかの手順に要約できます。 これで、Aurora PostgreSQL と Amazon Redshift クラスターの両方にログインし、いくつかの基本的なコマンドを実行してそれらをテストする準備ができました。 データセットを引き続き実験し、「Redshift 横串検索を使用して、簡略化された ETL およびライブデータクエリソリューションを構築する」の記事の 3 つの主なユースケースを探索できます。この記事では、TPC-H データセットを使用した横串検索の例もいくつか示しました。この記事の CloudFormation テンプレートを引き続き変更して、ビジネに役立てることができます。
112,23 APR 2020,Redshift 横串検索を使用して、簡略化された ETL およびライブデータクエリソリューションを構築する | Amazon Web Services ブログ,最高の ETL は、ETL を行わないことだという話を聞いたことがあるかもしれません。Amazon Redshift は、横串検索でこれを可能にしました。最初のリリースでは、この機能により、Amazon Redshift 外部スキーマを使用して、Amazon Aurora PostgreSQL または Amazon RDS for PostgreSQL でデータをクエリできます。横串検索は、システムビューとドライバー API を通じてソースデータベースからメタデータも公開します。これにより、Tableau や Amazon Quicksight などのビジネスインテリジェンスツールがローカルコピーを作成しなくても、Amazon Redshift に接続して PostgreSQL のデータにクエリを実行できます。これにより、新しいデータウェアハウスパターン (ライブデータクエリ) が可能になります。これにより、PostgreSQL データベースからデータをシームレスに取得したり、遅延バインディングビューにデータを構築したりできます。遅延バインディングビューでは、運用中の PostgreSQL データ、分析的な Amazon Redshift ローカルデータ、および Amazon S3 データレイク内の過去の Amazon Redshift Spectrum データを組み合わせます。ただし、このハードコーディングされたアプローチでは、PostgreSQL の認証情報が期限切れになる可能性があることを考慮していません。 Amazon Redshift Spectrum を介してこの履歴データにアクセスするには、外部テーブルを作成します。
