10,15 MAY 2020,Amazon Fraud Detector で PoC (概念実証) を構築し、不正行為を迅速に検出する | Amazon Web Services ブログ,Amazon Fraud Detector は偽のアカウントの作成やオンライン決済詐欺など、不正行為の可能性があるオンライン活動を簡単に特定できるようにするフルマネージドサービスです。汎用機械学習 (ML) パッケージとは異なり、Amazon Fraud Detector は不正を検出するように特別に設計されています。Amazon Fraud Detector は、最新の ML サイエンスのデータおよび Amazon.com と AWS の 20 年以上にわたる不正検出の経験を組み合わせて、ビジネスでの不正行為を検出するためにカスタマイズした ML モデルを構築するものです。 この投稿は、オンライン不正インサイトモデルの堅牢な概念実証 (POC) を開発および実行するのに役立ちます。そのため、ビジネスにおける Amazon Fraud Detector の有用性を評価できます。オンライン不正インサイトモデルは、新しいアカウントでの不正、オンライン取引詐欺、偽のレビューなど、さまざまな種類の不正行為を解決するための教師あり ML モデルです。 オンライン不正インサイトモデルで POC を開始する際には、次のことを考慮してください。   これで、このモデルと検出器を使用して、ビジネスにおける Amazon Fraud Detector の有用性を評価できます。そのためには、AWS SDK と GetPrediction API を使用して、不正予測を作成する必要があります。 このユースケースでは、Amazon Fraud Detector でモデルを作成し、登録時 (T0) に不正を検出します。
11,15 MAY 2020,AWS Backup を使った Amazon EFS のファイルおよびフォルダーの復元 | Amazon Web Services ブログ,これらアプリケーションの多くに、共有ファイルを使用するための設計要件があります。セルフマネージド型で共有ファイルシステムを実現するには、多くの作業が必要です。取得やプロビジョニングが必要なものとしては、コンピューティングとストレージのリソース、ネットワーキング、ロードバランシング、精密な需要予測、ソフトウェアの管理、そして可用性や信頼性のためのレプリケーション管理、などが挙げられるでしょう。完全マネージド型の共有ファイルシステムなら、セルフマネージド型のシステムが必要とする代わり映えしない重労働から解放されます。組織は、イノベーションやソリューションによる差別化に注力できるのです。 今回、AWS Backup に、作成したバックアップから EFS ファイルシステム内のファイルやフォルダーを復元できる機能が追加されました。このソリューションをクリーンアップするには、次の手順を実行します。AWS Backup は、Amazon EFS ファイルシステム全体を以前の時点に復元することができます。また、このサービスでは、アプリケーションもしくはヒューマンエラーにより不注意に削除された、個別のファイルやフォルダーを復元することもできます。アイテムレベルの復元は、厳しい RTO 要件を満たしながら、必要な個別ファイルやフォルダーをバックアップから選択的に復元できる柔軟性を提供します。
12,15 MAY 2020,Amazon Transcribe Medical および Amazon Comprehend Medical を使用した、医療現場でのトランスクリプションおよび分析の実行 | Amazon Web Services ブログ,ヘルスケア業界は、規制の厳しい複雑な業界です。業界内では口頭によるコミュニケーションで大量の情報交換が行われています。こうした音声データには、貴重な情報と実用的な洞察が含まれていることもあります。本稿では、HIPAA に準拠した AWS AI サービスである Amazon Transcribe Medical と Amazon Comprehend Medical を統合し、こうしたデータから洞察を引き出す方法について説明します。医療データの抽出と理解を自動化できれば、医療従事者は患者のケアに集中できます。 Amazon Transcribe Medical は機械学習 (ML、machine learning) サービスであり、患者と医師の間で行われる医療相談の内容を、迅速、簡単、高精度にテキストに変換 (トランスクリプション) できます。医師のメモ、臨床試験報告書、患者の健康記録などのさまざまなソースから、病状、薬剤、投与量、成分含有量、頻度などの情報を短時間で高精度に収集できます。 Medical Transcription Analysis (MTA) は、Amazon Transcribe Medical と Amazon Comprehend Medical を使用して、臨床メモのトランスクリプションと理解を行うシンプルなソリューションです。このソリューションでは、クライアント (ブラウザ) と Amazon Transcribe Medical の間で WebSocket を開きます。この情報を PDF 形式でエクスポートして、依存関係にあるダウンストリームアプリケーションで使用することができます。
13,15 MAY 2020,AWS Machine Learning と IoT サービスを使用して、芝生のモニタリングと雑草検出ソリューションを構築する | Amazon Web Services ブログ,住宅の新規購入者は、芝生のお手入れを効果的に管理するにはどうしたらよいかと頭を抱えることがよくあります。あなたが農家だとして、何平方メートルもの土地にこれをしなければならない場面を想像してみてください。農家として通常直面する課題には、いつ (水を撒くのに適切な時期はいつか)、どこで (水を撒いたり肥料を与えたりするエリアはどこにするか)、 どうやって (雑草の処理方法) 管理するかが含まれます。アメリカ雑草科学協会 (WSSA) が実施した調査研究では、手入れしていない雑草がトウモロコシと大豆の作物にもたらす損失は、年間合計 430 億 USD に上るという結果が出ています。 Kaggle ウェブサイトの Open Sprayer 画像データセットには、広葉樹のドックの写真 (雑草)と広葉樹のドックのない土地の写真 (草) が含まれています。この記事には、いくつかのハイパーパラメータがあります。このコードでは、以下のテストのために雑草のサンプル画像を使用しています。デバイスは、検出した雑草と作物のトリミングされた画像を Amazon S3 にフィードします。 この画像分類モデルで AWS DeepLens が使用する完全な推論 Lambda 関数の詳細については、GitHub リポジトリを参照してください。  アーキテクチャには、おおまかに次の手順が含まれています。
14,15 MAY 2020,AWS リージョン間データ転送 (DTIR、Inter-Region Data Transfer) 料金の引き下げ | Amazon Web Services ブログ,複数の AWS リージョンにわたる AWS アプリケーションを構築している方に朗報です。南米 (サンパウロ)、中東 (バーレーン)、アフリカ (ケープタウン)、アジアパシフィック (シドニー) リージョンを送信元とする、別の AWS リージョンへのデータ転送料金が引き下げられます。新料金は下記のとおりで、2020 年 5 月 1 日より適用されます。 すべての AWS リージョンのリージョン間データ転送料金については、こちらの料金表をご確認ください。 — Jeff;  。
15,15 MAY 2020,エンタープライズ検索の再発明 － Amazon Kendora が一般発売されました | Amazon Web Services ブログ,2019年末には、機械学習を活用した非常に正確で使いやすいエンタープライズ検索サービス Amazon Kendra のプレビューエディションをリリースしました。本日、Amazon Kendra が一般販売されることになりました。 過去数十年間の驚くべき成果のすべてを用いても、情報技術は、必要とする情報をすばやく簡単に見つけ、皆が日々直面している問題を解決するには至っていません。会社の出張規定の最新版を探す場合でも、「エポキシ接着剤の引張強度は？」などのより技術的な質問をする場合でも、すぐに正いい回答を得られれそうにはありません。全く回答を得られない時もあります。このマルチドメインの専門知識により、Kendra はより正確な回答を見つけることができるのです。 今日、既に多くの組織で Amazon Kendra が使用されています。探している情報は、最初の文にありました。しかし、Amazon Kendra は私の質問を正しく解釈しました。 開発者版には、エンタープライズエディションと同じ機能があります。
16,15 MAY 2020,AWS Graviton2 を搭載した新しい EC2 M6g インスタンス | Amazon Web Services ブログ,本日より、第 6 世代の Amazon Elastic Compute Cloud (EC2) 汎用インスタンスである M6g をご利用いただけます。「g」は「Graviton2」を意味します。これは、AWS (および Amazon のグループ企業である Annapurna Labs) が 64 ビット Arm Neoverse N1 コアを使用して設計した次世代の Arm ベースのチップです。  これらのプロセッサは、256 ビットの常時オンの DRAM 暗号化をサポートしています。また、第 1 世代の Graviton と比較して浮動小数点演算の性能を 2 倍にするデュアル SIMD ユニットが含まれており、機械学習の推論ワークロードを加速する int8/fp16 命令をサポートしています。これらのインスタンスは、専用ハードウェアと軽量ハイパーバイザーの組み合わせである AWS Nitro System を利用しています。M6g インスタンスは、アプリケーションサーバー、ゲームサーバー、中規模データベース、キャッシングフリート、ウェブ層などのワークロードに適しています。たとえば、Amazon Linux 2 インスタンスを開始するには、以下のとおりとなります。 (上記のコマンドで ssh キー名とセキュリティグループ ID を調整する必要があります) インスタンスが起動すると、Amazon Elastic Compute Cloud (EC2) インスタンスのように動作します。 汎用の M6g インスタンスにとどまるつもりはありません。
17,15 MAY 2020,ハイブリッドの方法を使用して、Amazon DocumentDB へ移行する | Amazon Web Services ブログ,Amazon DocumentDB (MongoDB 互換) は、MongoDB のワークロードをサポートする、高速かつスケーラブルで可用性に優れた完全マネージドのドキュメントデータベースサービスです。お客様は、基盤となるインフラストラクチャの管理を気にすることなく、現在の MongoDB 3.6 用のプリケーションコード、ドライバー、ツールをそのまま使用して、Amazon DocumentDB 上でのワークロードの実行、管理、そしてスケーリングが行えます。ドキュメントデータベースである Amazon DocumentDB は、JSON データの保存、クエリ、およびインデックスを容易にします。 MongoDB から Amazon DocumentDB に移行するための主要なアプローチとしては、オフライン、オンライン、ハイブリッドの 3 つがあります。詳細については「移行アプローチ」をご参照ください。 今回の記事では、ハイブリッドアプローチにより MongoDB のデータを Amazon DocumentDB に移行する方法についてご紹介していきます。ハイブリッドアプローチは、オフラインアプローチが持つ移行速度に、オンラインアプローチが提供するダウンタイムの最小化を組み合わせたものです。この場合も、MongoDB 3.6 を Amazon DocumentDB に移行する際の互換性は確保されます。Amazon DocumentDB インスタンスとコストの詳細については、「Amazon DocumentDB (MongoDB 互換) 料金」をご参照ください。この手順については「Amazon DocumentDB の開始方法」をご参照ください。
18,15 MAY 2020,グローバルマルチメディア通信社であるロイターがアマゾン ウェブ サービスをどのように利用しているかをご覧ください | Amazon Web Services ブログ,私は Thomson Reuters でソリューションアーキテクトを担当している、Romeo Radanyi です。チームがクラウドテクノロジーを理解したり、導入できるようサポートしています。企業レベルの標準規格の設定、人工知能や機械学習の計画の推進、そして数多くのロイターシステムの構築にも携わっています。また、データサイエンスとJupyterノートブックの初心者向けのコースを A Cloud Guru で開発して提供しました。 ロイターは、世界最大のマルチメディアニュース源で、みなさんが目にしたり、読んだり、聞いたりするニュースネットワークへのニュースソースを提供しています。弊社は、いわば卸売業者の一種です。つまり、BBC、CNN、ニューヨークタイムズ、ワシントンポスト、そして他の世界中のお客様向けに、さまざまな形式で生のニュースを販売しています。 ロイターは、さまざまなフォーマットでコンテンツを作成して配信しています。ロイターチームからの広範なサポートがあっても、コストは増加していました。さらに、人工知能や機械学習の領域全体で将来の成功に向けて準備しました。
19,15 MAY 2020,Amazon EFS を Amazon ECS と AWS Fargate で使用するための開発者ガイド – パート 1 | Amazon Web Services ブログ,﻿ Amazon Elastic Container Service (ECS) と Amazon Elastic File System (EFS) のネイティブ統合が最近導入されました。Amazon ECS は、クラウド専用に構築され、他の AWS のサービスと統合されたフルマネージド型のコンテナオーケストレーターサービスです。ECS は、Amazon EC2 と AWS Fargate の両方で、(いわゆるタスクにラップされる) コンテナのデプロイをサポートしています。Amazon EFS は、ECS や EC2 インスタンスなどの他の AWS のサービスで使用するように設計された、フルマネージド型の柔軟な共有ファイルシステムです。Amazon EFS は透過的にスケーリングし、データをレプリケートし、アベイラビリティーゾーン全体で利用できるようにし、複数のストレージ階層をサポートしています。 この統合は、EC2 インスタンスまたは Fargate を使用するすべての ECS のお客様がご活用いただけます。この統合は、Fargate の、AWS が最近リリースしたプラットフォームバージョン 1.4 で有効になりました。ECS と EFS の統合は、完全に伸縮自在な管理ファイルシステムが導入され、これをコンテナで使用できることを表しています。AWS が 2006 年に EC2 を導入したとき、サポートされていたのは一時的なストレージのみでした。 この機能が導入されるまで、お客様には、ECS タスク内からタスクを実行している仮想マシンのローカルファイルシステム (コンテナストレージとも呼ばれます) を使用するオプションがありました。
20,15 MAY 2020,Amazon EFS を Amazon ECS と AWS Fargate で使用するための開発者ガイド – パート 3 | Amazon Web Services ブログ,﻿ Amazon EFS を Amazon ECS と AWS Fargate で使用する方法に関するこのブログ記事シリーズのパート 3 へようこそ。参考までに、このブログ記事シリーズは次のように構成されています。 この記事では、パート 1 とパート 2 で学んだことを試すためのサンプルコードを作成します。このブログを 2 つのメインブロックに分割します (2 つの個別の例を使用して)。 これらの背後にある理論について詳しく知りたい場合は、パート 1 をご覧ください。 これらの例では、ECS タスクは Fargate で実行されますが、EC2 インスタンスで同じタスクを実行する場合 (異なるタスク起動タイプを使用する場合) はまったく同じワークフローが適用されます。 以下の例は、少なくとも 2 つのパブリックサブネットと 2 つのプライベートサブネット (アベイラビリティーゾーンごとに 1 つ) を使用できる VPC があることを前提としています。AWS CLI から CloudFormation、さらには CDK まで、そのような VPC を作成する方法は数多くあります。パート 2 では、アクセスポイントを使用する利点について説明しています。詳細については、このブログシリーズの パート 2 をご覧ください。
21,15 MAY 2020,Amazon EFS を Amazon ECS と AWS Fargate で使用するための開発者ガイド – パート 2 | Amazon Web Services ブログ,Amazon EFS を Amazon ECS と AWS Fargate で使用する方法に関するこのブログ記事シリーズのパート 2 へようこそ。参考までに、このブログ記事シリーズは次のように構成されています。 このブログ記事は、Amazon ECS と AWS Fargate を使用している開発者で、Amazon EFS との統合を使用して、各リージョンで弾力性があり、スケーラブルなステートフルサービスをデプロイする方法を学びたい方を対象としています。 パート 3 は、このすべての理論を実践するパートです! Amazon ECS は、リージョン別に分散されたコンテナオーケストレーターで、AWS が完全に管理しています。ECS コントロールプレーンは、リージョンエンドポイントを公開します。これは、唯一注意する必要がある点です。このため、弾力性とスケールアウトについて考えなくてもすぐに使用できます。 このシリーズのパート 1 で触れたように、ECS は、顧客管理の Amazon EC2 インスタンスと AWS Fargate の両方でタスクをデプロイすることをサポートしています。この機能は EFS アクセスポイントと呼ばれ、次の 2 つの主要な点を改善できました。 これで、このシリーズのパート 2 は終了です。
22,15 MAY 2020,AWS DMS を使用して Amazon Aurora for PostgreSQL のメジャーバージョンへのアップグレードを最小ダウンタイムで実現する | Amazon Web Services ブログ,AWS は 2 つのマネージド型 PostgreSQL オプションを提供しています。Amazon RDS または Aurora がデータベースエンジンの新しいメジャーバージョン (PostgreSQL 10 から 11 など) をサポートしている場合、DB インスタンスを新しいバージョンにアップグレードできます。メジャーバージョンのアップグレードには、既存のアプリケーションとの下位互換性がない可能性があるデータベースの変更が含まれる可能性があります。詳細については、「Aurora PostgreSQL 向けの PostgreSQL DB エンジンをアップグレードする」と「Amazon RDS を PostgreSQLのメジャーバージョンとマイナーバージョンにアップグレードするためのベストプラクティス」を参照してください。 Amazon RDS と Aurora のどちらにも、DB インスタンスを変更することにより、メジャーバージョンのアップグレードを手動で開始するオプションがあります。これは、インプレースアップグレードとも呼ばれ、アップグレードプロセス中にアプリケーションのダウンタイムを必要とします。また、アップグレードで問題が発生した場合は、最新のバックアップを復元する必要があります。 この記事では、最小限のダウンタイムで AWS DMS を使用して Aurora PostgreSQL 10 データベースを Aurora PostgreSQL 11 にアップグレードする方法について説明します。この記事では Aurora を使用していますが、手順は Amazon RDS for PostgreSQL インスタンスにも有効です。 PostgreSQL バージョン 11 には、以前のリリースとの互換性に影響を与える可能性のある変更点がいくつか含まれています。
23,15 MAY 2020,Amazon Neptune を使用して顧客識別グラフを作成する | Amazon Web Services ブログ,顧客識別グラフは、プライバシー保護に準拠した方法を用いて、クッキー、デバイス識別子、IP アドレス、E メール ID、および内部エンタープライズ ID などの複数の識別子を既知の個人または匿名プロファイルにリンクすることにより、顧客と見込み顧客の単一の統合ビューを提供します。また、デバイスやマーケティングチャネル全体での顧客の行動や好みをキャプチャします。これは中央ハブとして機能し、ターゲットを絞った広告、顧客体験のパーソナライズ、およびマーケティング効果の測定を可能にします。 この記事では、AWS で顧客識別グラフを作成する方法の概要を説明し、主要なビジネスドライバー、課題、ユースケース、顧客の成功事例、およびソリューションの利点を確認します。また、ソリューション、サンプルデータモデル、AWS CloudFormation テンプレート、および開発を開始するために使用できるその他の技術コンポーネントについても説明します。顧客シグナルにリアルタイムで応答して、広告およびマーケティングアプリケーションとカスタマージャーニーオーケストレーションを自動化できます。 Neptune で顧客識別グラフを作成するには、次の 3 つの主要コンポーネントが必要です。 この記事では、Neptune をグラフデータベースとして使用して、顧客識別グラフをホストする方法を示しました。 以下は、ソリューションを使用してユーザーエクスペリエンスをパーソナライズしたお客様の導入事例です。 以下に、顧客識別グラフと Amazon Neptune の使用を開始するために必要なリソースを示します。
